"Year","Country","Population","AverageTemperature","MinTemperature","MaxTemperature","Country Name","GDP","Emissions","TotalDeaths","TotalAffected","TotalDamage"
1975,"FRA",54252574,12.9625,12.7055833333333,13.2194166666667,"France",3.61e+11,8.237752775,0,0,0
1975,"GBR",56225800,9.07791666666667,8.82716666666667,9.32866666666667,"United Kingdom",2.42e+11,10.73605364,76,83,0
1975,"IDN",130724115,25.8985,25.654,26.143,"Indonesia",30463855422,0.412805028,0,0,0
1975,"IND",621301720,23.8621666666667,23.6149166666667,24.1094166666667,"India",97159222024,0.405924503,1291,34002000,914259
1975,"ITA",55441001,12.9371666666667,12.6825,13.1918333333333,"Italy",2.27e+11,6.174325442,12,0,0
1975,"JPN",111940000,12.337,12.1239166666667,12.5500833333333,"Japan",5.22e+11,7.77267069,98,175,505000
1975,"KOR",35280725,12.615,12.3756666666667,12.8543333333333,"Korea, Rep.",21704752066,2.319371413,0,0,0
1975,"MEX",60872399,20.4493333333333,20.2128333333333,20.6858333333333,"Mexico",8.8e+10,2.701918878,52,55,0
1975,"NGA",63373572,26.5085,26.2286666666667,26.7883333333333,"Nigeria",27778934625,0.747882335,0,0,0
1975,"PAK",66787901,20.1145833333333,19.8186666666667,20.4105,"Pakistan",11340000242,0.347659436,14,0,0
1975,"USA",215973000,8.431,8.225,8.637,"United States",1.69e+12,20.40222407,246,10788,550000
1976,"AUS",14033000,21.1934166666667,20.9765,21.4103333333333,"Australia",1.05e+11,12.41679178,0,10000,107011
1976,"BGD",72999136,25.2021666666667,24.8946666666667,25.5096666666667,"Bangladesh",10117113333,0.076304643,215,4000200,201
1976,"BRA",110213082,24.719,24.46575,24.97225,"Brazil",1.53e+11,1.407767882,0,0,0
1976,"CAN",23518000,-4.79041666666667,-5.04141666666667,-4.53941666666667,"Canada",2.07e+11,16.97924845,21,0,20000
1976,"CHN",930685000,6.47116666666667,6.27333333333333,6.669,"China",1.54e+11,1.285283136,242000,164000,5600000
1976,"ESP",36137812,13.435,13.2004166666667,13.6695833333333,"Spain",1.18e+11,5.491294603,1,0,0
1976,"FRA",54541493,13.2783333333333,13.0160833333333,13.5405833333333,"France",3.72e+11,9.27004864,28,0,0
1976,"GBR",56211968,9.09033333333333,8.83516666666667,9.3455,"United Kingdom",2.33e+11,10.65454202,0,0,0
1976,"IDN",134010690,25.7808333333333,25.48175,26.0799166666667,"Indonesia",37269156627,0.461238965,1354,496775,195000
1976,"IND",635771734,24.1995833333333,23.96975,24.4294166666667,"India",1.01e+11,0.414906217,323,6e+05,266756
1976,"ITA",55718260,12.5031666666667,12.2640833333333,12.74225,"Italy",2.24e+11,6.592316217,976,441115,3600000
1976,"JPN",112771000,11.7475,11.5363333333333,11.9586666666667,"Japan",5.86e+11,8.059719431,169,325107,840000
1976,"KOR",35848523,11.7201666666667,11.48775,11.9525833333333,"Korea, Rep.",29779338843,2.602807792,25,0,1e+05
1976,"MEX",62623763,20.1456666666667,19.9038333333333,20.3875,"Mexico",89025974026,2.940391892,735,578900,1e+05
1976,"NGA",65226229,26.8099166666667,26.49675,27.1230833333333,"Nigeria",36308883249,0.847006225,0,0,0
1976,"PAK",68813220,20.3749166666667,20.0960833333333,20.65375,"Pakistan",13338484980,0.331885007,338,5566000,505000
1976,"USA",218035000,8.65125,8.44566666666667,8.85683333333333,"United States",1.88e+12,21.15761537,432,0,41000
1977,"AUS",14192000,21.8925,21.7113333333333,22.0736666666667,"Australia",1.1e+11,13.23189614,86,91,91395
1977,"BGD",74925896,25.0465833333333,24.8044166666667,25.28875,"Bangladesh",9651149302,0.077572579,907,234711,50000
1977,"BRA",112867867,25.1323333333333,24.91475,25.3499166666667,"Brazil",1.76e+11,1.443825283,72,131100,0
1977,"CAN",23796000,-3.84075,-4.0875,-3.594,"Canada",2.12e+11,17.15211666,0,0,3e+06
1977,"CHN",943455000,6.85133333333333,6.66508333333333,7.03758333333333,"China",1.75e+11,1.388842897,0,0,0
1977,"ESP",36511638,13.5485,13.3379166666667,13.7590833333333,"Spain",1.32e+11,5.358942976,0,0,0
1977,"FRA",54764462,13.0165833333333,12.7951666666667,13.238,"France",4.1e+11,8.780463816,26,25000,0
1977,"GBR",56193492,8.6495,8.41141666666667,8.88758333333333,"United Kingdom",2.63e+11,10.76186851,6,0,1000
1977,"IDN",137322118,25.9025,25.6915,26.1135,"Indonesia",45808915663,0.600297761,327,327002,1200
1977,"IND",650485030,24.2889166666667,24.0814166666667,24.4964166666667,"India",1.2e+11,0.428989682,14766,15533891,498535
1977,"ITA",55955411,13.03875,12.8510833333333,13.2264166666667,"Italy",2.57e+11,6.365348831,23,1000,194000
1977,"JPN",113863000,12.19825,12.0033333333333,12.3931666666667,"Japan",7.21e+11,8.213496439,41,23119,34000
1977,"KOR",36411795,12.3613333333333,12.1615833333333,12.5610833333333,"Korea, Rep.",38265082645,2.903242644,371,87343,45500
1977,"MEX",64345884,20.84125,20.6335,21.049,"Mexico",81814159292,2.997045312,10,50000,0
1977,"NGA",67215805,26.8868333333333,26.5913333333333,27.1823333333333,"Nigeria",36035407725,0.752322017,0,0,0
1977,"PAK",70946231,21.1893333333333,20.854,21.5246666666667,"Pakistan",15126059646,0.343770439,848,1022000,0
1977,"USA",220239000,9.26983333333333,9.10541666666667,9.43425,"United States",2.09e+12,21.53248401,552,2900,3e+06
1978,"AUS",14358000,21.6051666666667,21.4233333333333,21.787,"Australia",1.18e+11,14.06985862,12,100,1087324
1978,"BGD",77033846,25.039,24.727,25.351,"Bangladesh",13281767143,0.078115625,1176,400100,0
1978,"BRA",115577669,24.9275,24.7114166666667,25.1435833333333,"Brazil",2.01e+11,1.530792389,26,1000,2300000
1978,"CAN",24036000,-5.3005,-5.5425,-5.0585,"Canada",2.19e+11,17.30306507,83,4,0
1978,"CHN",956165000,7.04816666666667,6.83483333333333,7.2615,"China",1.5e+11,1.52920111,100,6000200,0
1978,"ESP",36864898,13.7166666666667,13.4848333333333,13.9485,"Spain",1.6e+11,5.438594324,252,200,25000
1978,"FRA",54947975,12.657,12.4268333333333,12.8871666666667,"France",5.07e+11,9.20614423,3,1000,0
1978,"GBR",56196504,8.54841666666667,8.30283333333333,8.794,"United Kingdom",3.36e+11,10.76729499,12,99,0
1978,"IDN",140665856,25.9850833333333,25.7654166666667,26.20475,"Indonesia",51455719100,0.66778019,226,298890,1200
1978,"IND",665502284,24.0073333333333,23.7791666666667,24.2355,"India",1.35e+11,0.42538707,8076,32014350,166000
1978,"ITA",56155143,12.3736666666667,12.1518333333333,12.5955,"Italy",3.14e+11,6.646489957,49,11039,1000
1978,"JPN",114898000,12.5053333333333,12.3055,12.7051666666667,"Japan",1.01e+12,7.866857247,88,2021167,865000
1978,"KOR",36969185,12.8078333333333,12.58,13.0356666666667,"Korea, Rep.",51700619835,3.067572142,27,6000,19400
1978,"MEX",66039488,20.7555,20.5299166666667,20.9810833333333,"Mexico",1.03e+11,3.371456166,183,11250,24300
1978,"NGA",69293550,26.7825,26.5106666666667,27.0543333333333,"Nigeria",36527862209,0.696953613,100,0,0
1978,"PAK",73194937,20.74325,20.4295833333333,21.0569166666667,"Pakistan",17820100626,0.357106339,393,2246000,0
1978,"USA",222585000,8.75141666666667,8.54708333333333,8.95575,"United States",2.36e+12,21.97300469,599,3714,1e+05
1979,"AUS",14514000,22.2523333333333,22.0605833333333,22.4440833333333,"Australia",1.35e+11,14.12909198,15,0,61134
1979,"BGD",79236776,25.7110833333333,25.40775,26.0144166666667,"Bangladesh",15565480322,0.083903855,341,2332,0
1979,"BRA",118342626,24.9443333333333,24.7405,25.1481666666667,"Brazil",2.25e+11,1.591332374,300,6500000,0
1979,"CAN",24277000,-5.00575,-5.24133333333333,-4.77016666666667,"Canada",2.43e+11,18.2093278,73,220061,19000
1979,"CHN",969005000,7.07408333333333,6.90516666666667,7.243,"China",1.78e+11,1.542675099,113,6004,0
1979,"ESP",37191330,13.8316666666667,13.6123333333333,14.051,"Spain",2.14e+11,5.478315887,92,120,0
1979,"FRA",55130594,12.8364166666667,12.611,13.0618333333333,"France",6.14e+11,9.598217534,11,2,0
1979,"GBR",56246951,8.05275,7.82583333333333,8.27966666666667,"United Kingdom",4.39e+11,11.46539104,0,0,0
1979,"IDN",144053518,26.06,25.8056666666667,26.3143333333333,"Indonesia",51400186379,0.660145704,1094,149251,23350
1979,"IND",680915804,24.5535833333333,24.3553333333333,24.7518333333333,"India",1.51e+11,0.436017668,3210,39772364,322800
1979,"ITA",56317749,12.8981666666667,12.71425,13.0820833333333,"Italy",3.92e+11,6.880001916,14,5024,0
1979,"JPN",115870000,12.8425833333333,12.6651666666667,13.02,"Japan",1.06e+12,8.24734789,121,28050,0
1979,"KOR",37534236,12.67575,12.4640833333333,12.8874166666667,"Korea, Rep.",66567975207,3.549056094,115,35000,40000
1979,"MEX",67709689,20.569,20.38075,20.75725,"Mexico",1.35e+11,3.557455847,5,67535,30000
1979,"NGA",71391290,27.0930833333333,26.8148333333333,27.3713333333333,"Nigeria",47259911894,0.984560666,24,27,0
1979,"PAK",75567682,20.7630833333333,20.4733333333333,21.0528333333333,"Pakistan",19707979303,0.373844576,113,3300,0
1979,"USA",225055000,8.57158333333333,8.39183333333333,8.75133333333333,"United States",2.63e+12,21.78043698,214,213874,2863000
1980,"AUS",14692000,22.5861666666667,22.4143333333333,22.758,"Australia",1.5e+11,15.02491601,0,40,120903
1980,"BGD",81470860,25.3406666666667,25.059,25.6223333333333,"Bangladesh",18138049096,0.093755743,666,10001050,150000
1980,"BRA",121159761,25.148,24.9404166666667,25.3555833333333,"Brazil",2.35e+11,1.54416234,82,271048,0
1980,"CAN",24593000,-4.41691666666667,-4.67908333333333,-4.15475,"Canada",2.74e+11,18.02276896,43,5046,0
1980,"CHN",981235000,6.95008333333333,6.80616666666667,7.094,"China",1.91e+11,1.495250749,6491,107200,160000
1980,"ESP",37491165,13.60425,13.41025,13.79825,"Spain",2.32e+11,5.734778954,197,90,1500000
1980,"FRA",55340782,12.5558333333333,12.35375,12.7579166666667,"France",7.01e+11,9.131853937,14,313,0
1980,"GBR",56314216,8.64316666666667,8.45041666666667,8.83591666666667,"United Kingdom",5.65e+11,10.28675704,18,10087,0
1980,"IDN",147490365,26.03025,25.8445833333333,26.2159166666667,"Indonesia",72482337370,0.642649545,253,78991,3400
1980,"IND",696783517,24.5930833333333,24.3779166666667,24.80825,"India",1.84e+11,0.450665384,3946,32051071,320000
1980,"ITA",56433883,12.2395833333333,12.0408333333333,12.4383333333333,"Italy",4.76e+11,6.892484981,4793,408000,2e+07
1980,"JPN",116782000,11.7950833333333,11.648,11.9421666666667,"Japan",1.11e+12,8.114017015,88,17335,0
1980,"KOR",38123775,11.2635833333333,11.0826666666667,11.4445,"Korea, Rep.",64980820835,3.537650534,165,20017,7220
1980,"MEX",69360871,21.0356666666667,20.8545,21.2168333333333,"Mexico",1.94e+11,3.870391651,171,106360,87000
1980,"NGA",73460724,27.0636666666667,26.8018333333333,27.3255,"Nigeria",64201788123,0.927772806,0,0,0
1980,"PAK",78068144,21.41125,21.10225,21.72025,"Pakistan",23689696768,0.410768251,93,86223,0
1980,"USA",227225000,9.1355,8.99058333333333,9.28041666666667,"United States",2.86e+12,20.78648774,1482,163250,4120000
1981,"AUS",14927000,22.1640833333333,21.96875,22.3594166666667,"Australia",1.77e+11,15.43250084,21,80000,6207410
1981,"BGD",83721268,24.9518333333333,24.6525,25.2511666666667,"Bangladesh",20249694002,0.094739619,1085,2037000,0
1981,"BRA",124030908,24.9834166666667,24.7491666666667,25.2176666666667,"Brazil",2.64e+11,1.385189279,627,52300,0
1981,"CAN",24900000,-2.86725,-3.14325,-2.59125,"Canada",3.06e+11,17.26921369,13,19,79000
1981,"CHN",993885000,6.92641666666667,6.73466666666667,7.11816666666667,"China",1.96e+11,1.460431817,2465,3212990,2300000
1981,"ESP",37758631,14.27325,14.02575,14.52075,"Spain",2.02e+11,5.48982234,340,20000,1460000
1981,"FRA",55585824,13.0806666666667,12.844,13.3173333333333,"France",6.16e+11,8.180155178,180,0,0
1981,"GBR",56333829,8.48708333333333,8.26891666666667,8.70525,"United Kingdom",5.41e+11,9.955296648,12,0,0
1981,"IDN",150978840,26.0309166666667,25.792,26.2698333333333,"Indonesia",85518233451,0.663407124,1438,402182,2200
1981,"IND",713118032,24.2284166666667,24.01,24.4468333333333,"India",1.91e+11,0.475150142,2148,16131700,250000
1981,"ITA",56501675,12.77675,12.5673333333333,12.9861666666667,"Italy",4.29e+11,6.690421638,12,306,0
1981,"JPN",117648000,11.6294166666667,11.4413333333333,11.8175,"Japan",1.22e+12,7.901592054,203,82878,0
1981,"KOR",38723248,11.47425,11.2600833333333,11.6884166666667,"Korea, Rep.",72425590649,3.60873747,178,14493,134000
1981,"MEX",70992195,20.75375,20.5265833333333,20.9809166666667,"Mexico",2.5e+11,4.00790346,132,6028,40000
1981,"NGA",75482552,26.8029166666667,26.4883333333333,27.1175,"Nigeria",61076493506,0.873822191,0,0,0
1981,"PAK",80696945,21.2053333333333,20.8845,21.5261666666667,"Pakistan",28100605515,0.426287848,404,2987,0
1981,"USA",229466000,9.7215,9.545,9.898,"United States",3.21e+12,19.76676417,86,240,861000
1982,"AUS",15178000,21.9105,21.7456666666667,22.0753333333333,"Australia",1.94e+11,15.42493181,1,0,31085
1982,"BGD",86007331,25.1440833333333,24.90475,25.3834166666667,"Bangladesh",18525399202,0.099981186,2741,481540,0
1982,"BRA",126947365,25.2303333333333,24.9956666666667,25.465,"Brazil",2.82e+11,1.356283772,170,4300,0
1982,"CAN",25202000,-5.87516666666667,-6.12466666666667,-5.62566666666667,"Canada",3.14e+11,16.45944925,84,1400,0
1982,"CHN",1008630000,7.14975,6.97466666666667,7.32483333333333,"China",2.05e+11,1.566739684,707,816168,0
1982,"ESP",37986012,14.205,14.0009166666667,14.4090833333333,"Spain",1.95e+11,5.525887108,117,226600,930000
1982,"FRA",55858727,13.6794166666667,13.4636666666667,13.8951666666667,"France",5.85e+11,7.821404774,83,18,350000
1982,"GBR",56313641,9.01458333333333,8.75175,9.27741666666667,"United Kingdom",5.15e+11,9.740461658,0,0,2500
1982,"IDN",154506265,25.94175,25.7020833333333,26.1814166666667,"Indonesia",90158449307,0.682224213,654,396270,164950
1982,"IND",729868013,24.21825,24.0283333333333,24.4081666666667,"India",1.98e+11,0.479042022,2210,138800493,1445420
1982,"ITA",56543548,13.4399166666667,13.24725,13.6325833333333,"Italy",4.26e+11,6.537992115,0,10000,735000
1982,"JPN",118449000,12.3363333333333,12.1665833333333,12.5060833333333,"Japan",1.13e+12,7.599902312,587,176849,244000
1982,"KOR",39326352,12.4698333333333,12.26775,12.6719166666667,"Korea, Rep.",77773431088,3.608409089,68,5042,30000
1982,"MEX",72602533,21.0510833333333,20.838,21.2641666666667,"Mexico",1.74e+11,4.198720036,479,95717,314000
1982,"NGA",77472907,26.8696666666667,26.5680833333333,27.17125,"Nigeria",51397461686,0.846781572,0,0,0
1982,"PAK",83445863,20.5094166666667,20.187,20.8318333333333,"Pakistan",30725972787,0.448015799,68,10000,0
1982,"USA",231664000,8.5395,8.386,8.693,"United States",3.34e+12,18.59049523,667,74855,2145900
1983,"AUS",15369000,22.2610833333333,22.0633333333333,22.4588333333333,"Australia",1.77e+11,14.64008413,75,11000,410012
1983,"BGD",88338242,25.0698333333333,24.7718333333333,25.3678333333333,"Bangladesh",17609048822,0.093233483,1445,27165550,0
1983,"BRA",129882321,25.35075,25.1071666666667,25.5943333333333,"Brazil",2.03e+11,1.282947099,218,23338340,350000
1983,"CAN",25456000,-4.75175,-4.99233333333333,-4.51116666666667,"Canada",3.41e+11,16.0546492,0,0,58000
1983,"CHN",1023310000,6.92508333333333,6.73958333333333,7.11058333333333,"China",2.31e+11,1.629055908,1702,42063,0
1983,"ESP",38171525,14.1945,13.9805,14.4085,"Spain",1.7e+11,5.367036187,399,507662,3900000
1983,"FRA",56156284,13.4878333333333,13.2744166666667,13.70125,"France",5.6e+11,7.52548753,55,4732,609500
1983,"GBR",56332848,9.09166666666667,8.79858333333333,9.38475,"United Kingdom",4.9e+11,9.687798405,5,12,0
1983,"IDN",158044343,26.2383333333333,26.0340833333333,26.4425833333333,"Indonesia",81052283405,0.664097632,265,433532,183197
1983,"IND",746949067,23.938,23.76,24.116,"India",2.15e+11,0.506954362,1784,1807200,591000
1983,"ITA",56564074,13.1883333333333,12.9485,13.4281666666667,"Italy",4.42e+11,6.388587127,82,21050,0
1983,"JPN",119259000,12.1219166666667,11.9291666666667,12.3146666666667,"Japan",1.24e+12,7.411085746,465,30871,416000
1983,"KOR",39910403,12.364,12.1644166666667,12.5635833333333,"Korea, Rep.",87024427973,3.781078933,0,0,0
1983,"MEX",74196548,20.6754166666667,20.4608333333333,20.89,"Mexico",1.49e+11,3.75277087,408,282850,0
1983,"NGA",79462277,27.02775,26.6831666666667,27.3723333333333,"Nigeria",35451565749,0.75419159,148,3e+06,71103
1983,"PAK",86297640,20.5728333333333,20.2726666666667,20.873,"Pakistan",28691890433,0.467034753,158,64943,3000
1983,"USA",233792000,8.91233333333333,8.72991666666667,9.09475,"United States",3.64e+12,18.57154371,332,9596,5107250
1984,"AUS",15544000,21.5169166666667,21.33475,21.6990833333333,"Australia",1.93e+11,15.2209753,36,0,3000
1984,"BGD",90732362,25.0654166666667,24.77675,25.3540833333333,"Bangladesh",18920840000,0.100553935,2400,3e+07,0
1984,"BRA",132800684,25.1099166666667,24.9145833333333,25.30525,"Brazil",2.09e+11,1.271128076,1135,391703,2030000
1984,"CAN",25702000,-4.63425,-4.8775,-4.391,"Canada",3.55e+11,16.55885484,0,30000,1e+06
1984,"CHN",1036825000,6.51791666666667,6.342,6.69383333333333,"China",2.6e+11,1.75044806,144,28040,0
1984,"ESP",38330364,13.36575,13.1744166666667,13.5570833333333,"Spain",1.72e+11,5.190482538,26,60060,1001000
1984,"FRA",56470769,12.86825,12.63825,13.09825,"France",5.31e+11,7.177923254,4,0,0
1984,"GBR",56422072,8.90725,8.661,9.1535,"United Kingdom",4.61e+11,9.381702909,74,160,84800
1984,"IDN",161555583,25.77325,25.55425,25.99225,"Indonesia",84853699994,0.694402068,388,403747,2500
1984,"IND",764245202,24.1850833333333,23.9958333333333,24.3743333333333,"India",2.09e+11,0.507846102,9288,20675107,127000
1984,"ITA",56576718,12.4863333333333,12.2735,12.6991666666667,"Italy",4.36e+11,6.498251684,33,10585,3000
1984,"JPN",120018000,11.6599166666667,11.46725,11.8525833333333,"Japan",1.32e+12,7.833248279,34,9,43000
1984,"KOR",40405956,11.8025833333333,11.5930833333333,12.0120833333333,"Korea, Rep.",96597434180,4.056610689,251,355251,205000
1984,"MEX",75780605,20.5115,20.3068333333333,20.7161666666667,"Mexico",1.76e+11,3.663535056,456,72448,541300
1984,"NGA",81497739,27.0790833333333,26.73725,27.4209166666667,"Nigeria",28500815241,0.854322216,100,0,0
1984,"PAK",89228949,20.8750833333333,20.5385,21.2116666666667,"Pakistan",31151824659,0.480295123,103,3224,22000
1984,"USA",235825000,8.81116666666667,8.64775,8.97458333333333,"United States",4.04e+12,18.97675027,545,20553,2610600
1985,"AUS",15758000,22.0434166666667,21.8318333333333,22.255,"Australia",1.8e+11,15.3084102,38,100,168202
1985,"BGD",93199865,25.4214166666667,25.11975,25.7230833333333,"Bangladesh",22278423077,0.109813432,16555,2331300,50000
1985,"BRA",135676281,24.9656666666667,24.7285833333333,25.20275,"Brazil",2.23e+11,1.335891636,135,615040,851000
1985,"CAN",25942000,-4.90116666666667,-5.14875,-4.65358333333333,"Canada",3.65e+11,16.27010385,268,1000,117000
1985,"CHN",1051040000,6.74025,6.54241666666667,6.93808333333333,"China",3.09e+11,1.871054791,2192,236019,702750
1985,"ESP",38469512,14.1318333333333,13.8885833333333,14.3750833333333,"Spain",1.8e+11,5.230998485,222,300,0
1985,"FRA",56795686,12.628,12.3885833333333,12.8674166666667,"France",5.53e+11,7.058284444,130,435,0
1985,"GBR",56550268,8.17325,7.93566666666667,8.41083333333333,"United Kingdom",4.89e+11,9.900139784,248,445,0
1985,"IDN",165012196,25.9940833333333,25.756,26.2321666666667,"Indonesia",85289491750,0.734768041,52,15385,0
1985,"IND",781666671,24.4863333333333,24.272,24.7006666666667,"India",2.29e+11,0.545851321,4373,11539289,952000
1985,"ITA",56593071,13.0583333333333,12.8225833333333,13.2940833333333,"Italy",4.51e+11,6.575619372,375,71,15000
1985,"JPN",120754000,12.2813333333333,12.0829166666667,12.47975,"Japan",1.4e+12,7.580675398,569,30220,99500
1985,"KOR",40805744,12.1771666666667,11.9634166666667,12.3909166666667,"Korea, Rep.",1e+11,4.370304926,70,34,14000
1985,"MEX",77360707,20.6039166666667,20.3815,20.8263333333333,"Mexico",1.84e+11,3.729299229,9510,2135303,4104000
1985,"NGA",83613300,26.95925,26.6473333333333,27.2711666666667,"Nigeria",28873977228,0.835907924,0,6000,8000
1985,"PAK",92219488,21.28275,20.9836666666667,21.5818333333333,"Pakistan",31144920554,0.511561667,5,12038,2000
1985,"USA",237924000,8.587,8.38891666666667,8.78508333333333,"United States",4.35e+12,18.88231274,387,1026315,5094100
1986,"AUS",16018400,22.09325,21.9111666666667,22.2753333333333,"Australia",1.82e+11,14.98057315,15,1012,265839
1986,"BGD",95742431,25.29425,24.9945833333333,25.5939166666667,"Bangladesh",21774033333,0.119727919,2561,3195100,0
1986,"BRA",138499464,25.131,24.9310833333333,25.3309166666667,"Brazil",2.68e+11,1.435986871,52,66057,5000
1986,"CAN",26204000,-4.84391666666667,-5.08841666666667,-4.59941666666667,"Canada",3.77e+11,15.45768406,30,14471,30000
1986,"CHN",1066790000,6.87016666666667,6.68391666666667,7.05641666666667,"China",3.01e+11,1.939434257,924,14446346,2928410
1986,"ESP",38584624,13.87625,13.6435,14.109,"Spain",2.51e+11,4.93636136,0,0,0
1986,"FRA",57132691,12.8716666666667,12.6555,13.0878333333333,"France",7.71e+11,6.749452533,5,2000,0
1986,"GBR",56681396,8.00275,7.79,8.2155,"United Kingdom",6.01e+11,10.03463939,58,0,0
1986,"IDN",168402025,26.0571666666667,25.8433333333333,26.271,"Indonesia",79954072570,0.722917275,510,628700,0
1986,"IND",799181436,24.2945,24.0740833333333,24.5149166666667,"India",2.46e+11,0.572550746,2072,6207100,654043
1986,"ITA",56596155,13.1328333333333,12.931,13.3346666666667,"Italy",6.38e+11,6.47489765,21,10,20000
1986,"JPN",121492000,11.6914166666667,11.5209166666667,11.8619166666667,"Japan",2.08e+12,7.53411367,88,177358,2200000
1986,"KOR",41213674,11.6019166666667,11.3980833333333,11.80575,"Korea, Rep.",1.16e+11,4.426967249,58,6696,10900
1986,"MEX",78934125,20.8506666666667,20.65675,21.0445833333333,"Mexico",1.29e+11,3.731708041,207,0,0
1986,"NGA",85818502,27.06725,26.751,27.3835,"Nigeria",20721499308,0.856517106,1250,1430,0
1986,"PAK",95264460,20.6405833333333,20.36225,20.9189166666667,"Pakistan",31899071054,0.519114495,117,1000,0
1986,"USA",240133000,9.5595,9.36625,9.75275,"United States",4.59e+12,18.72072272,200,2259,1845720
1987,"AUS",16263900,22.0724166666667,21.9148333333333,22.23,"Australia",1.89e+11,15.7469578,0,0,0
1987,"BGD",98343809,25.6424166666667,25.36875,25.9160833333333,"Bangladesh",24298032258,0.120625234,3818,30301200,1057500
1987,"BRA",141273488,25.5634166666667,25.3575833333333,25.76925,"Brazil",2.94e+11,1.468996065,426,761087,62000
1987,"CAN",26550000,-3.34333333333333,-3.58108333333333,-3.10558333333333,"Canada",4.31e+11,16.24667458,27,250,450000
1987,"CHN",1084035000,7.249,7.09025,7.40775,"China",2.73e+11,2.038410689,1365,2597952,230154
1987,"ESP",38684815,14.4609166666667,14.24825,14.6735833333333,"Spain",3.18e+11,4.934193197,66,2003,1291000
1987,"FRA",57482591,12.9551666666667,12.7568333333333,13.1535,"France",9.34e+11,6.56706621,43,16,1700000
1987,"GBR",56802050,8.33025,8.13175,8.52875,"United Kingdom",7.45e+11,10.06774667,63,602,1565000
1987,"IDN",171728917,26.3683333333333,26.171,26.5656666666667,"Indonesia",75929617577,0.718414523,783,74986,71700
1987,"IND",816792741,24.7890833333333,24.58875,24.9894166666667,"India",2.75e+11,0.598047761,2667,318381500,545000
1987,"ITA",56601931,13.1765,12.9855,13.3675,"Italy",8.03e+11,6.778406129,127,6189,1898700
1987,"JPN",122091000,12.5438333333333,12.38,12.7076666666667,"Japan",2.53e+12,7.418518417,10,87662,0
1987,"KOR",41621690,12.35925,12.1719166666667,12.5465833333333,"Korea, Rep.",1.46e+11,4.628848877,809,210000,547000
1987,"MEX",80503052,20.4551666666667,20.2503333333333,20.66,"Mexico",1.4e+11,3.817953871,153,3262,0
1987,"NGA",88101628,27.61325,27.336,27.8905,"Nigeria",24093203445,0.673575079,600,1120,0
1987,"PAK",98357473,21.4368333333333,21.1783333333333,21.6953333333333,"Pakistan",33351528115,0.544285364,78,0,0
1987,"USA",242289000,9.62816666666667,9.47583333333333,9.7805,"United States",4.87e+12,19.35033442,535,29500,421000
1988,"AUS",16532200,22.6300833333333,22.46575,22.7944166666667,"Australia",2.36e+11,15.79616778,17,0,88472
1988,"BGD",100975321,25.7096666666667,25.44425,25.9750833333333,"Bangladesh",26579005760,0.134150581,4296,55574160,2137000
1988,"BRA",144001542,25.1773333333333,24.9885,25.3661666666667,"Brazil",3.3e+11,1.453899001,1066,3071904,1030000
1988,"CAN",26895000,-4.12516666666667,-4.35641666666667,-3.89391666666667,"Canada",5.07e+11,16.95682428,2,3800,825000
1988,"CHN",1101630000,7.22083333333333,7.04525,7.39641666666667,"China",3.12e+11,2.150905225,4988,76257544,3175095
1988,"ESP",38766939,14.1613333333333,13.9805833333333,14.3420833333333,"Spain",3.75e+11,5.134110769,0,0,0
1988,"FRA",57836486,13.5809166666667,13.37625,13.7855833333333,"France",1.02e+12,6.435519509,89,343,5e+05
1988,"GBR",56928327,8.97308333333333,8.77858333333333,9.16758333333333,"United Kingdom",9.1e+11,10.02074396,230,500,1200000
1988,"IDN",175000916,26.2506666666667,26.046,26.4553333333333,"Indonesia",84300174477,0.755209458,475,111570,4600
1988,"IND",834489322,24.72775,24.56075,24.89475,"India",2.93e+11,0.632199768,8902,44225128,1032700
1988,"ITA",56629288,13.5076666666667,13.3296666666667,13.6856666666667,"Italy",8.89e+11,6.883012515,32,0,0
1988,"JPN",122613000,11.9676666666667,11.81125,12.1240833333333,"Japan",3.07e+12,8.066694192,78,0,0
1988,"KOR",42031247,12.22625,12.0435,12.409,"Korea, Rep.",1.97e+11,5.280829355,65,0,0
1988,"MEX",82083919,20.7360833333333,20.5465,20.9256666666667,"Mexico",1.83e+11,3.740894072,523,145143,326600
1988,"NGA",90450281,27.0378333333333,26.7775833333333,27.2980833333333,"Nigeria",23272161397,0.782169278,245,301500,0
1988,"PAK",101474835,21.81225,21.5431666666667,22.0813333333333,"Pakistan",38472741737,0.573675483,486,1016000,4180
1988,"USA",244499000,9.27533333333333,9.12308333333333,9.42758333333333,"United States",5.25e+12,20.01041341,85,0,0
1989,"AUS",16814400,21.8628333333333,21.6499166666667,22.07575,"Australia",2.99e+11,16.51986292,98,2115,1107911
1989,"BGD",103599232,25.30475,24.9995,25.61,"Bangladesh",28781714764,0.12986798,1946,5305100,16200
1989,"BRA",146691981,24.8714166666667,24.6611666666667,25.0816666666667,"Brazil",4.26e+11,1.459005827,378,1157185,0
1989,"CAN",27379000,-5.07333333333333,-5.32266666666667,-4.824,"Canada",5.65e+11,16.92078279,64,25045,4200000
1989,"CHN",1118650000,7.23975,7.03658333333333,7.44291666666667,"China",3.48e+11,2.153077911,3909,138272407,3892000
1989,"ESP",38827764,15.0459166666667,14.8095,15.2823333333333,"Spain",4.14e+11,5.837882861,45,0,375000
