Year,Country,Population,AverageTemperature,Country.Name,GDP,Emissions,TotalDeaths,TotalAffected,TotalDamage,MeanTemperature,anamoly
1975,IDN,130724115,25.8985,Indonesia,30463855422,0.412805028,0,0,0,26.1597699275362,0.26126992753623
1975,IND,621301720,23.8621666666667,India,97159222024,0.405924503,1291,34002000,914259,24.3524496855346,0.490283018867892
1975,ITA,55441001,12.9371666666667,Italy,227000000000,6.174325442,12,0,0,13.2578726415094,0.320705974842728
1975,JPN,111940000,12.337,Japan,522000000000,7.77267069,98,175,505000,12.4686210691824,0.131621069182392
1975,KOR,35280725,12.615,"Korea, Rep.",21704752066,2.319371413,0,0,0,12.4023286163522,-0.2126713836478
1975,MEX,60872399,20.4493333333333,Mexico,88000000000,2.701918878,52,55,0,20.9283667695473,0.479033436214021
1975,NGA,63373572,26.5085,Nigeria,27778934625,0.747882335,0,0,0,27.0908977987421,0.582397798742143
1975,PAK,66787901,20.1145833333333,Pakistan,11340000242,0.347659436,14,0,0,21.0765581761006,0.961974842767326
1975,USA,215973000,8.431,United States,1690000000000,20.40222407,246,10788,550000,9.175704218107,0.744704218106996
1976,AUS,14033000,21.1934166666667,Australia,105000000000,12.41679178,0,10000,107011,22.0145471698113,0.821130503144619
1976,BGD,72999136,25.2021666666667,Bangladesh,10117113333,0.076304643,215,4000200,201,25.3278983739837,0.125731707317041
1976,BRA,110213082,24.719,Brazil,153000000000,1.407767882,0,0,0,25.2288349056604,0.509834905660377
1976,CAN,23518000,-4.79041666666667,Canada,207000000000,16.97924845,21,0,20000,-4.37132716049383,0.419089506172843
1976,CHN,930685000,6.47116666666667,China,154000000000,1.285283136,242000,164000,5600000,7.13916981132075,0.668003144654085
1976,ESP,36137812,13.435,Spain,118000000000,5.491294603,1,0,0,14.113213836478,0.67821383647799
1976,FRA,54541493,13.2783333333333,France,372000000000,9.27004864,28,0,0,13.3241273584906,0.045794025157271
1976,GBR,56211968,9.09033333333333,United Kingdom,233000000000,10.65454202,0,0,0,8.96133173076923,-0.129001602564099
1976,IDN,134010690,25.7808333333333,Indonesia,37269156627,0.461238965,1354,496775,195000,26.1597699275362,0.378936594202926
1976,IND,635771734,24.1995833333333,India,101000000000,0.414906217,323,600000,266756,24.3524496855346,0.15286635220129
1976,ITA,55718260,12.5031666666667,Italy,224000000000,6.592316217,976,441115,3600000,13.2578726415094,0.754705974842727
1976,JPN,112771000,11.7475,Japan,586000000000,8.059719431,169,325107,840000,12.4686210691824,0.721121069182391
1976,KOR,35848523,11.7201666666667,"Korea, Rep.",29779338843,2.602807792,25,0,100000,12.4023286163522,0.682161949685501
1976,MEX,62623763,20.1456666666667,Mexico,89025974026,2.940391892,735,578900,100000,20.9283667695473,0.782700102880622
1976,NGA,65226229,26.8099166666667,Nigeria,36308883249,0.847006225,0,0,0,27.0908977987421,0.280981132075443
1976,PAK,68813220,20.3749166666667,Pakistan,13338484980,0.331885007,338,5566000,505000,21.0765581761006,0.701641509433927
1976,USA,218035000,8.65125,United States,1880000000000,21.15761537,432,0,41000,9.175704218107,0.524454218106996
1977,AUS,14192000,21.8925,Australia,110000000000,13.23189614,86,91,91395,22.0145471698113,0.122047169811321
1977,BGD,74925896,25.0465833333333,Bangladesh,9651149302,0.077572579,907,234711,50000,25.3278983739837,0.281315040650441
1977,BRA,112867867,25.1323333333333,Brazil,176000000000,1.443825283,72,131100,0,25.2288349056604,0.096501572327078
1977,CAN,23796000,-3.84075,Canada,212000000000,17.15211666,0,0,3000000,-4.37132716049383,-0.530577160493827
1977,CHN,943455000,6.85133333333333,China,175000000000,1.388842897,0,0,0,7.13916981132075,0.287836477987424
1977,ESP,36511638,13.5485,Spain,132000000000,5.358942976,0,0,0,14.113213836478,0.56471383647799
1977,FRA,54764462,13.0165833333333,France,410000000000,8.780463816,26,25000,0,13.3241273584906,0.307544025157272
1977,GBR,56193492,8.6495,United Kingdom,263000000000,10.76186851,6,0,1000,8.96133173076923,0.311831730769232
1977,IDN,137322118,25.9025,Indonesia,45808915663,0.600297761,327,327002,1200,26.1597699275362,0.257269927536228
1977,IND,650485030,24.2889166666667,India,120000000000,0.428989682,14766,15533891,498535,24.3524496855346,0.06353301886789
1977,ITA,55955411,13.03875,Italy,257000000000,6.365348831,23,1000,194000,13.2578726415094,0.219122641509427
1977,JPN,113863000,12.19825,Japan,721000000000,8.213496439,41,23119,34000,12.4686210691824,0.270371069182392
1977,KOR,36411795,12.3613333333333,"Korea, Rep.",38265082645,2.903242644,371,87343,45500,12.4023286163522,0.0409952830189
1977,MEX,64345884,20.84125,Mexico,81814159292,2.997045312,10,50000,0,20.9283667695473,0.087116769547322
1977,NGA,67215805,26.8868333333333,Nigeria,36035407725,0.752322017,0,0,0,27.0908977987421,0.204064465408845
1977,PAK,70946231,21.1893333333333,Pakistan,15126059646,0.343770439,848,1022000,0,21.0765581761006,-0.112775157232672
1977,USA,220239000,9.26983333333333,United States,2090000000000,21.53248401,552,2900,3000000,9.175704218107,-0.094129115226334
1978,AUS,14358000,21.6051666666667,Australia,118000000000,14.06985862,12,100,1087324,22.0145471698113,0.409380503144618
1978,BGD,77033846,25.039,Bangladesh,13281767143,0.078115625,1176,400100,0,25.3278983739837,0.288898373983738
1978,BRA,115577669,24.9275,Brazil,201000000000,1.530792389,26,1000,2300000,25.2288349056604,0.301334905660379
1978,CAN,24036000,-5.3005,Canada,219000000000,17.30306507,83,4,0,-4.37132716049383,0.929172839506173
1978,CHN,956165000,7.04816666666667,China,150000000000,1.52920111,100,6000200,0,7.13916981132075,0.091003144654085
1978,ESP,36864898,13.7166666666667,Spain,160000000000,5.438594324,252,200,25000,14.113213836478,0.39654716981129
1978,FRA,54947975,12.657,France,507000000000,9.20614423,3,1000,0,13.3241273584906,0.667127358490571
1978,GBR,56196504,8.54841666666667,United Kingdom,336000000000,10.76729499,12,99,0,8.96133173076923,0.412915064102561
1978,IDN,140665856,25.9850833333333,Indonesia,51455719100,0.66778019,226,298890,1200,26.1597699275362,0.174686594202928
1978,IND,665502284,24.0073333333333,India,135000000000,0.42538707,8076,32014350,166000,24.3524496855346,0.345116352201291
1978,ITA,56155143,12.3736666666667,Italy,314000000000,6.646489957,49,11039,1000,13.2578726415094,0.884205974842727
1978,JPN,114898000,12.5053333333333,Japan,1010000000000,7.866857247,88,2021167,865000,12.4686210691824,-0.036712264150909
1978,KOR,36969185,12.8078333333333,"Korea, Rep.",51700619835,3.067572142,27,6000,19400,12.4023286163522,-0.405504716981099
1978,MEX,66039488,20.7555,Mexico,103000000000,3.371456166,183,11250,24300,20.9283667695473,0.172866769547319
1978,NGA,69293550,26.7825,Nigeria,36527862209,0.696953613,100,0,0,27.0908977987421,0.308397798742146
1978,PAK,73194937,20.74325,Pakistan,17820100626,0.357106339,393,2246000,0,21.0765581761006,0.333308176100626
1978,USA,222585000,8.75141666666667,United States,2360000000000,21.97300469,599,3714,100000,9.175704218107,0.424287551440326
1979,AUS,14514000,22.2523333333333,Australia,135000000000,14.12909198,15,0,61134,22.0145471698113,-0.237786163521982
1979,BGD,79236776,25.7110833333333,Bangladesh,15565480322,0.083903855,341,2332,0,25.3278983739837,-0.38318495934956
1979,BRA,118342626,24.9443333333333,Brazil,225000000000,1.591332374,300,6500000,0,25.2288349056604,0.284501572327077
1979,CAN,24277000,-5.00575,Canada,243000000000,18.2093278,73,220061,19000,-4.37132716049383,0.634422839506173
1979,CHN,969005000,7.07408333333333,China,178000000000,1.542675099,113,6004,0,7.13916981132075,0.065086477987425
1979,ESP,37191330,13.8316666666667,Spain,214000000000,5.478315887,92,120,0,14.113213836478,0.28154716981129
1979,FRA,55130594,12.8364166666667,France,614000000000,9.598217534,11,2,0,13.3241273584906,0.487710691823871
1979,GBR,56246951,8.05275,United Kingdom,439000000000,11.46539104,0,0,0,8.96133173076923,0.908581730769232
1979,IDN,144053518,26.06,Indonesia,51400186379,0.660145704,1094,149251,23350,26.1597699275362,0.099769927536229
1979,IND,680915804,24.5535833333333,India,151000000000,0.436017668,3210,39772364,322800,24.3524496855346,-0.201133647798709
1979,ITA,56317749,12.8981666666667,Italy,392000000000,6.880001916,14,5024,0,13.2578726415094,0.359705974842727
1979,JPN,115870000,12.8425833333333,Japan,1060000000000,8.24734789,121,28050,0,12.4686210691824,-0.373962264150908
1979,KOR,37534236,12.67575,"Korea, Rep.",66567975207,3.549056094,115,35000,40000,12.4023286163522,-0.273421383647801
1979,MEX,67709689,20.569,Mexico,135000000000,3.557455847,5,67535,30000,20.9283667695473,0.359366769547321
1979,NGA,71391290,27.0930833333333,Nigeria,47259911894,0.984560666,24,27,0,27.0908977987421,-0.002185534591156
1979,PAK,75567682,20.7630833333333,Pakistan,19707979303,0.373844576,113,3300,0,21.0765581761006,0.313474842767327
1979,USA,225055000,8.57158333333333,United States,2630000000000,21.78043698,214,213874,2863000,9.175704218107,0.604120884773666
1980,AUS,14692000,22.5861666666667,Australia,150000000000,15.02491601,0,40,120903,22.0145471698113,-0.57161949685538
1980,BGD,81470860,25.3406666666667,Bangladesh,18138049096,0.093755743,666,10001050,150000,25.3278983739837,-0.01276829268296
1980,BRA,121159761,25.148,Brazil,235000000000,1.54416234,82,271048,0,25.2288349056604,0.080834905660378
1980,CAN,24593000,-4.41691666666667,Canada,274000000000,18.02276896,43,5046,0,-4.37132716049383,0.045589506172843
1980,CHN,981235000,6.95008333333333,China,191000000000,1.495250749,6491,107200,160000,7.13916981132075,0.189086477987424
1980,ESP,37491165,13.60425,Spain,232000000000,5.734778954,197,90,1500000,14.113213836478,0.50896383647799
1980,FRA,55340782,12.5558333333333,France,701000000000,9.131853937,14,313,0,13.3241273584906,0.768294025157271
1980,GBR,56314216,8.64316666666667,United Kingdom,565000000000,10.28675704,18,10087,0,8.96133173076923,0.318165064102562
1980,IDN,147490365,26.03025,Indonesia,72482337370,0.642649545,253,78991,3400,26.1597699275362,0.129519927536229
1980,IND,696783517,24.5930833333333,India,184000000000,0.450665384,3946,32051071,320000,24.3524496855346,-0.24063364779871
1980,ITA,56433883,12.2395833333333,Italy,476000000000,6.892484981,4793,408000,20000000,13.2578726415094,1.01828930817613
1980,JPN,116782000,11.7950833333333,Japan,1110000000000,8.114017015,88,17335,0,12.4686210691824,0.673537735849091
1980,KOR,38123775,11.2635833333333,"Korea, Rep.",64980820835,3.537650534,165,20017,7220,12.4023286163522,1.1387452830189
1980,MEX,69360871,21.0356666666667,Mexico,194000000000,3.870391651,171,106360,87000,20.9283667695473,-0.107299897119379
1980,NGA,73460724,27.0636666666667,Nigeria,64201788123,0.927772806,0,0,0,27.0908977987421,0.027231132075446
1980,PAK,78068144,21.41125,Pakistan,23689696768,0.410768251,93,86223,0,21.0765581761006,-0.334691823899373
1980,USA,227225000,9.1355,United States,2860000000000,20.78648774,1482,163250,4120000,9.175704218107,0.040204218106995
1981,AUS,14927000,22.1640833333333,Australia,177000000000,15.43250084,21,80000,6207410,22.0145471698113,-0.149536163521979
1981,BGD,83721268,24.9518333333333,Bangladesh,20249694002,0.094739619,1085,2037000,0,25.3278983739837,0.376065040650438
1981,BRA,124030908,24.9834166666667,Brazil,264000000000,1.385189279,627,52300,0,25.2288349056604,0.245418238993679
1981,CAN,24900000,-2.86725,Canada,306000000000,17.26921369,13,19,79000,-4.37132716049383,-1.50407716049383
1981,CHN,993885000,6.92641666666667,China,196000000000,1.460431817,2465,3212990,2300000,7.13916981132075,0.212753144654084
1981,ESP,37758631,14.27325,Spain,202000000000,5.48982234,340,20000,1460000,14.113213836478,-0.16003616352201
1981,FRA,55585824,13.0806666666667,France,616000000000,8.180155178,180,0,0,13.3241273584906,0.243460691823872
1981,GBR,56333829,8.48708333333333,United Kingdom,541000000000,9.955296648,12,0,0,8.96133173076923,0.4742483974359
1981,IDN,150978840,26.0309166666667,Indonesia,85518233451,0.663407124,1438,402182,2200,26.1597699275362,0.12885326086953
1981,IND,713118032,24.2284166666667,India,191000000000,0.475150142,2148,16131700,250000,24.3524496855346,0.124033018867891
1981,ITA,56501675,12.77675,Italy,429000000000,6.690421638,12,306,0,13.2578726415094,0.481122641509428
1981,JPN,117648000,11.6294166666667,Japan,1220000000000,7.901592054,203,82878,0,12.4686210691824,0.839204402515692
1981,KOR,38723248,11.47425,"Korea, Rep.",72425590649,3.60873747,178,14493,134000,12.4023286163522,0.928078616352201
1981,MEX,70992195,20.75375,Mexico,250000000000,4.00790346,132,6028,40000,20.9283667695473,0.17461676954732
1981,NGA,75482552,26.8029166666667,Nigeria,61076493506,0.873822191,0,0,0,27.0908977987421,0.287981132075444
1981,PAK,80696945,21.2053333333333,Pakistan,28100605515,0.426287848,404,2987,0,21.0765581761006,-0.128775157232674
1981,USA,229466000,9.7215,United States,3210000000000,19.76676417,86,240,861000,9.175704218107,-0.545795781893005
1982,AUS,15178000,21.9105,Australia,194000000000,15.42493181,1,0,31085,22.0145471698113,0.10404716981132
1982,BGD,86007331,25.1440833333333,Bangladesh,18525399202,0.099981186,2741,481540,0,25.3278983739837,0.18381504065044
1982,BRA,126947365,25.2303333333333,Brazil,282000000000,1.356283772,170,4300,0,25.2288349056604,-0.001498427672921
1982,CAN,25202000,-5.87516666666667,Canada,314000000000,16.45944925,84,1400,0,-4.37132716049383,1.50383950617284
1982,CHN,1008630000,7.14975,China,205000000000,1.566739684,707,816168,0,7.13916981132075,-0.010580188679246
1982,ESP,37986012,14.205,Spain,195000000000,5.525887108,117,226600,930000,14.113213836478,-0.091786163522009
1982,FRA,55858727,13.6794166666667,France,585000000000,7.821404774,83,18,350000,13.3241273584906,-0.355289308176129
1982,GBR,56313641,9.01458333333333,United Kingdom,515000000000,9.740461658,0,0,2500,8.96133173076923,-0.053251602564099
1982,IDN,154506265,25.94175,Indonesia,90158449307,0.682224213,654,396270,164950,26.1597699275362,0.218019927536229
1982,IND,729868013,24.21825,India,198000000000,0.479042022,2210,138800493,1445420,24.3524496855346,0.13419968553459
1982,ITA,56543548,13.4399166666667,Italy,426000000000,6.537992115,0,10000,735000,13.2578726415094,-0.182044025157273
1982,JPN,118449000,12.3363333333333,Japan,1130000000000,7.599902312,587,176849,244000,12.4686210691824,0.132287735849092
1982,KOR,39326352,12.4698333333333,"Korea, Rep.",77773431088,3.608409089,68,5042,30000,12.4023286163522,-0.0675047169811
1982,MEX,72602533,21.0510833333333,Mexico,174000000000,4.198720036,479,95717,314000,20.9283667695473,-0.122716563785978
1982,NGA,77472907,26.8696666666667,Nigeria,51397461686,0.846781572,0,0,0,27.0908977987421,0.221231132075445
1982,PAK,83445863,20.5094166666667,Pakistan,30725972787,0.448015799,68,10000,0,21.0765581761006,0.567141509433927
1982,USA,231664000,8.5395,United States,3340000000000,18.59049523,667,74855,2145900,9.175704218107,0.636204218106995
1983,AUS,15369000,22.2610833333333,Australia,177000000000,14.64008413,75,11000,410012,22.0145471698113,-0.246536163521981
1983,BGD,88338242,25.0698333333333,Bangladesh,17609048822,0.093233483,1445,27165550,0,25.3278983739837,0.25806504065044
1983,BRA,129882321,25.35075,Brazil,203000000000,1.282947099,218,23338340,350000,25.2288349056604,-0.121915094339624
1983,CAN,25456000,-4.75175,Canada,341000000000,16.0546492,0,0,58000,-4.37132716049383,0.380422839506173
1983,CHN,1023310000,6.92508333333333,China,231000000000,1.629055908,1702,42063,0,7.13916981132075,0.214086477987425
1983,ESP,38171525,14.1945,Spain,170000000000,5.367036187,399,507662,3900000,14.113213836478,-0.081286163522009
1983,FRA,56156284,13.4878333333333,France,560000000000,7.52548753,55,4732,609500,13.3241273584906,-0.163705974842729
1983,GBR,56332848,9.09166666666667,United Kingdom,490000000000,9.687798405,5,12,0,8.96133173076923,-0.130334935897439
1983,IDN,158044343,26.2383333333333,Indonesia,81052283405,0.664097632,265,433532,183197,26.1597699275362,-0.078563405797073
1983,IND,746949067,23.938,India,215000000000,0.506954362,1784,1807200,591000,24.3524496855346,0.414449685534592
1983,ITA,56564074,13.1883333333333,Italy,442000000000,6.388587127,82,21050,0,13.2578726415094,0.069539308176127
1983,JPN,119259000,12.1219166666667,Japan,1240000000000,7.411085746,465,30871,416000,12.4686210691824,0.346704402515693
1983,KOR,39910403,12.364,"Korea, Rep.",87024427973,3.781078933,0,0,0,12.4023286163522,0.038328616352199
1983,MEX,74196548,20.6754166666667,Mexico,149000000000,3.75277087,408,282850,0,20.9283667695473,0.252950102880622
1983,NGA,79462277,27.02775,Nigeria,35451565749,0.75419159,148,3000000,71103,27.0908977987421,0.063147798742143
1983,PAK,86297640,20.5728333333333,Pakistan,28691890433,0.467034753,158,64943,3000,21.0765581761006,0.503724842767326
1983,USA,233792000,8.91233333333333,United States,3640000000000,18.57154371,332,9596,5107250,9.175704218107,0.263370884773666
1984,AUS,15544000,21.5169166666667,Australia,193000000000,15.2209753,36,0,3000,22.0145471698113,0.49763050314462
1984,BGD,90732362,25.0654166666667,Bangladesh,18920840000,0.100553935,2400,30000000,0,25.3278983739837,0.26248170731704
1984,BRA,132800684,25.1099166666667,Brazil,209000000000,1.271128076,1135,391703,2030000,25.2288349056604,0.118918238993679
1984,CAN,25702000,-4.63425,Canada,355000000000,16.55885484,0,30000,1000000,-4.37132716049383,0.262922839506173
1984,CHN,1036825000,6.51791666666667,China,260000000000,1.75044806,144,28040,0,7.13916981132075,0.621253144654085
1984,ESP,38330364,13.36575,Spain,172000000000,5.190482538,26,60060,1001000,14.113213836478,0.747463836477991
1984,FRA,56470769,12.86825,France,531000000000,7.177923254,4,0,0,13.3241273584906,0.455877358490572
1984,GBR,56422072,8.90725,United Kingdom,461000000000,9.381702909,74,160,84800,8.96133173076923,0.054081730769232
1984,IDN,161555583,25.77325,Indonesia,84853699994,0.694402068,388,403747,2500,26.1597699275362,0.386519927536227
1984,IND,764245202,24.1850833333333,India,209000000000,0.507846102,9288,20675107,127000,24.3524496855346,0.167366352201292
1984,ITA,56576718,12.4863333333333,Italy,436000000000,6.498251684,33,10585,3000,13.2578726415094,0.771539308176127
1984,JPN,120018000,11.6599166666667,Japan,1320000000000,7.833248279,34,9,43000,12.4686210691824,0.808704402515692
1984,KOR,40405956,11.8025833333333,"Korea, Rep.",96597434180,4.056610689,251,355251,205000,12.4023286163522,0.599745283018899
1984,MEX,75780605,20.5115,Mexico,176000000000,3.663535056,456,72448,541300,20.9283667695473,0.416866769547319
1984,NGA,81497739,27.0790833333333,Nigeria,28500815241,0.854322216,100,0,0,27.0908977987421,0.011814465408843
1984,PAK,89228949,20.8750833333333,Pakistan,31151824659,0.480295123,103,3224,22000,21.0765581761006,0.201474842767325
1984,USA,235825000,8.81116666666667,United States,4040000000000,18.97675027,545,20553,2610600,9.175704218107,0.364537551440325
1985,AUS,15758000,22.0434166666667,Australia,180000000000,15.3084102,38,100,168202,22.0145471698113,-0.028869496855382
1985,BGD,93199865,25.4214166666667,Bangladesh,22278423077,0.109813432,16555,2331300,50000,25.3278983739837,-0.093518292682962
1985,BRA,135676281,24.9656666666667,Brazil,223000000000,1.335891636,135,615040,851000,25.2288349056604,0.263168238993678
1985,CAN,25942000,-4.90116666666667,Canada,365000000000,16.27010385,268,1000,117000,-4.37132716049383,0.529839506172843
1985,CHN,1051040000,6.74025,China,309000000000,1.871054791,2192,236019,702750,7.13916981132075,0.398919811320755
1985,ESP,38469512,14.1318333333333,Spain,180000000000,5.230998485,222,300,0,14.113213836478,-0.01861949685531
1985,FRA,56795686,12.628,France,553000000000,7.058284444,130,435,0,13.3241273584906,0.696127358490571
1985,GBR,56550268,8.17325,United Kingdom,489000000000,9.900139784,248,445,0,8.96133173076923,0.788081730769232
1985,IDN,165012196,25.9940833333333,Indonesia,85289491750,0.734768041,52,15385,0,26.1597699275362,0.165686594202928
1985,IND,781666671,24.4863333333333,India,229000000000,0.545851321,4373,11539289,952000,24.3524496855346,-0.133883647798708
1985,ITA,56593071,13.0583333333333,Italy,451000000000,6.575619372,375,71,15000,13.2578726415094,0.199539308176128
1985,JPN,120754000,12.2813333333333,Japan,1400000000000,7.580675398,569,30220,99500,12.4686210691824,0.187287735849091
1985,KOR,40805744,12.1771666666667,"Korea, Rep.",100000000000,4.370304926,70,34,14000,12.4023286163522,0.2251619496855
1985,MEX,77360707,20.6039166666667,Mexico,184000000000,3.729299229,9510,2135303,4104000,20.9283667695473,0.324450102880622
1985,NGA,83613300,26.95925,Nigeria,28873977228,0.835907924,0,6000,8000,27.0908977987421,0.131647798742144
1985,PAK,92219488,21.28275,Pakistan,31144920554,0.511561667,5,12038,2000,21.0765581761006,-0.206191823899374
1985,USA,237924000,8.587,United States,4350000000000,18.88231274,387,1026315,5094100,9.175704218107,0.588704218106995
1986,AUS,16018400,22.09325,Australia,182000000000,14.98057315,15,1012,265839,22.0145471698113,-0.078702830188682
1986,BGD,95742431,25.29425,Bangladesh,21774033333,0.119727919,2561,3195100,0,25.3278983739837,0.033648373983738
1986,BRA,138499464,25.131,Brazil,268000000000,1.435986871,52,66057,5000,25.2288349056604,0.097834905660378
1986,CAN,26204000,-4.84391666666667,Canada,377000000000,15.45768406,30,14471,30000,-4.37132716049383,0.472589506172843
1986,CHN,1066790000,6.87016666666667,China,301000000000,1.939434257,924,14446346,2928410,7.13916981132075,0.269003144654085
1986,ESP,38584624,13.87625,Spain,251000000000,4.93636136,0,0,0,14.113213836478,0.23696383647799
1986,FRA,57132691,12.8716666666667,France,771000000000,6.749452533,5,2000,0,13.3241273584906,0.452460691823871
1986,GBR,56681396,8.00275,United Kingdom,601000000000,10.03463939,58,0,0,8.96133173076923,0.958581730769231
1986,IDN,168402025,26.0571666666667,Indonesia,79954072570,0.722917275,510,628700,0,26.1597699275362,0.102603260869529
1986,IND,799181436,24.2945,India,246000000000,0.572550746,2072,6207100,654043,24.3524496855346,0.057949685534592
1986,ITA,56596155,13.1328333333333,Italy,638000000000,6.47489765,21,10,20000,13.2578726415094,0.125039308176127
1986,JPN,121492000,11.6914166666667,Japan,2080000000000,7.53411367,88,177358,2200000,12.4686210691824,0.777204402515691
1986,KOR,41213674,11.6019166666667,"Korea, Rep.",116000000000,4.426967249,58,6696,10900,12.4023286163522,0.8004119496855
1986,MEX,78934125,20.8506666666667,Mexico,129000000000,3.731708041,207,0,0,20.9283667695473,0.07770010288062
1986,NGA,85818502,27.06725,Nigeria,20721499308,0.856517106,1250,1430,0,27.0908977987421,0.023647798742143
1986,PAK,95264460,20.6405833333333,Pakistan,31899071054,0.519114495,117,1000,0,21.0765581761006,0.435974842767326
1986,USA,240133000,9.5595,United States,4590000000000,18.72072272,200,2259,1845720,9.175704218107,-0.383795781893005
1987,AUS,16263900,22.0724166666667,Australia,189000000000,15.7469578,0,0,0,22.0145471698113,-0.057869496855382
1987,BGD,98343809,25.6424166666667,Bangladesh,24298032258,0.120625234,3818,30301200,1057500,25.3278983739837,-0.314518292682962
1987,BRA,141273488,25.5634166666667,Brazil,294000000000,1.468996065,426,761087,62000,25.2288349056604,-0.334581761006323
1987,CAN,26550000,-3.34333333333333,Canada,431000000000,16.24667458,27,250,450000,-4.37132716049383,-1.0279938271605
1987,CHN,1084035000,7.249,China,273000000000,2.038410689,1365,2597952,230154,7.13916981132075,-0.109830188679245
1987,ESP,38684815,14.4609166666667,Spain,318000000000,4.934193197,66,2003,1291000,14.113213836478,-0.347702830188709
1987,FRA,57482591,12.9551666666667,France,934000000000,6.56706621,43,16,1700000,13.3241273584906,0.368960691823871
1987,GBR,56802050,8.33025,United Kingdom,745000000000,10.06774667,63,602,1565000,8.96133173076923,0.631081730769232
1987,IDN,171728917,26.3683333333333,Indonesia,75929617577,0.718414523,783,74986,71700,26.1597699275362,-0.208563405797072
1987,IND,816792741,24.7890833333333,India,275000000000,0.598047761,2667,318381500,545000,24.3524496855346,-0.436633647798708
1987,ITA,56601931,13.1765,Italy,803000000000,6.778406129,127,6189,1898700,13.2578726415094,0.081372641509427
1987,JPN,122091000,12.5438333333333,Japan,2530000000000,7.418518417,10,87662,0,12.4686210691824,-0.075212264150908
1987,KOR,41621690,12.35925,"Korea, Rep.",146000000000,4.628848877,809,210000,547000,12.4023286163522,0.043078616352201
1987,MEX,80503052,20.4551666666667,Mexico,140000000000,3.817953871,153,3262,0,20.9283667695473,0.473200102880622
1987,NGA,88101628,27.61325,Nigeria,24093203445,0.673575079,600,1120,0,27.0908977987421,-0.522352201257856
1987,PAK,98357473,21.4368333333333,Pakistan,33351528115,0.544285364,78,0,0,21.0765581761006,-0.360275157232675
1987,USA,242289000,9.62816666666667,United States,4870000000000,19.35033442,535,29500,421000,9.175704218107,-0.452462448559675
1988,AUS,16532200,22.6300833333333,Australia,236000000000,15.79616778,17,0,88472,22.0145471698113,-0.61553616352198
1988,BGD,100975321,25.7096666666667,Bangladesh,26579005760,0.134150581,4296,55574160,2137000,25.3278983739837,-0.38176829268296
1988,BRA,144001542,25.1773333333333,Brazil,330000000000,1.453899001,1066,3071904,1030000,25.2288349056604,0.051501572327076
1988,CAN,26895000,-4.12516666666667,Canada,507000000000,16.95682428,2,3800,825000,-4.37132716049383,-0.246160493827157
1988,CHN,1101630000,7.22083333333333,China,312000000000,2.150905225,4988,76257544,3175095,7.13916981132075,-0.081663522012575
1988,ESP,38766939,14.1613333333333,Spain,375000000000,5.134110769,0,0,0,14.113213836478,-0.048119496855309
1988,FRA,57836486,13.5809166666667,France,1020000000000,6.435519509,89,343,500000,13.3241273584906,-0.256789308176129
1988,GBR,56928327,8.97308333333333,United Kingdom,910000000000,10.02074396,230,500,1200000,8.96133173076923,-0.011751602564099
1988,IDN,175000916,26.2506666666667,Indonesia,84300174477,0.755209458,475,111570,4600,26.1597699275362,-0.090896739130471
1988,IND,834489322,24.72775,India,293000000000,0.632199768,8902,44225128,1032700,24.3524496855346,-0.375300314465409
1988,ITA,56629288,13.5076666666667,Italy,889000000000,6.883012515,32,0,0,13.2578726415094,-0.249794025157271
1988,JPN,122613000,11.9676666666667,Japan,3070000000000,8.066694192,78,0,0,12.4686210691824,0.500954402515692
1988,KOR,42031247,12.22625,"Korea, Rep.",197000000000,5.280829355,65,0,0,12.4023286163522,0.1760786163522
1988,MEX,82083919,20.7360833333333,Mexico,183000000000,3.740894072,523,145143,326600,20.9283667695473,0.192283436214019
1988,NGA,90450281,27.0378333333333,Nigeria,23272161397,0.782169278,245,301500,0,27.0908977987421,0.053064465408845
1988,PAK,101474835,21.81225,Pakistan,38472741737,0.573675483,486,1016000,4180,21.0765581761006,-0.735691823899373
1988,USA,244499000,9.27533333333333,United States,5250000000000,20.01041341,85,0,0,9.175704218107,-0.099629115226335
1989,AUS,16814400,21.8628333333333,Australia,299000000000,16.51986292,98,2115,1107911,22.0145471698113,0.15171383647802
1989,BGD,103599232,25.30475,Bangladesh,28781714764,0.12986798,1946,5305100,16200,25.3278983739837,0.023148373983741
1989,BRA,146691981,24.8714166666667,Brazil,426000000000,1.459005827,378,1157185,0,25.2288349056604,0.357418238993677
1989,CAN,27379000,-5.07333333333333,Canada,565000000000,16.92078279,64,25045,4200000,-4.37132716049383,0.702006172839503
1989,CHN,1118650000,7.23975,China,348000000000,2.153077911,3909,138272407,3892000,7.13916981132075,-0.100580188679245
1989,ESP,38827764,15.0459166666667,Spain,414000000000,5.837882861,45,0,375000,14.113213836478,-0.93270283018871
1989,FRA,58182702,13.9300833333333,France,1030000000000,6.714180737,65,0,1600000,13.3241273584906,-0.605955974842729
1989,GBR,57076711,9.5875,United Kingdom,927000000000,10.19193063,215,375,0,8.96133173076923,-0.626168269230769
1989,IDN,178233223,26.054,Indonesia,94451427898,0.734806355,486,99038,341,26.1597699275362,0.10576992753623
1989,IND,852270034,24.1623333333333,India,292000000000,0.679371884,2930,3702419,0,24.3524496855346,0.19011635220129
1989,ITA,56671781,13.3291666666667,Italy,926000000000,7.215357675,25,30,0,13.2578726415094,-0.071294025157272
