"Year","Country","CountryName","Population","AverageTemperature","MinTemperature","MaxTemperature","GDP","Emissions","TotalDeaths","TotalAffected","TotalDamage","Meantemperature","AN_Temp","MeanGDP","AN_GDP","MeanCO2","AN_CO2","MeanPop","AN_POP"
1961,"FRA","France",47444751,13.7018333333333,13.4180833333333,13.9855833333333,68346741504,281.3733,21,0,0,13.3241273584906,0.377705974842728,1039297541619.96,-970950800115.962,413.222511320755,-131.849211320755,56972193.1698113,-9527442.16981132
1961,"GBR","United Kingdom",52800000,9.00166666666667,8.73983333333333,9.2635,76694360636,588.6148,0,0,0,8.95600786163522,0.0456588050314508,1009819919109.38,-933125558473.377,581.313479245283,7.30132075471693,57367943.0566038,-4567943.05660377
1961,"IND","India",458494963,23.81525,23.5935833333333,24.0369166666667,38709096076,130.3929,3457,0,0,24.3524496855346,-0.537199685534592,392229380574.585,-353520284498.585,646.297066037736,-515.904166037736,819442916.415094,-360947953.415094
1961,"ITA","Italy",50536350,13.5705833333333,13.3159166666667,13.82525,44842760293,124.3749,0,0,0,13.2578726415094,0.312710691823872,846797953943.906,-801955193650.906,368.582560377359,-244.207660377359,55873572.2641509,-5337222.26415094
1961,"JPN","Japan",94943000,13.0455,12.8334166666667,13.2575833333333,53508617739,282.7869,653,0,0,12.4686210691824,0.576878930817609,2503051630109.62,-2449543012370.62,954.133667924528,-671.346767924528,116985539.09434,-22042539.0943396
1961,"KOR","Korea, Rep.",25765673,12.879,12.6530833333333,13.1049166666667,2417237754,14.4487,249,0,0,12.4023286163522,0.476671383647799,329683145982.868,-327265908228.868,240.390535849057,-225.941835849057,39940599.3207547,-14174926.3207547
1961,"MEX","Mexico",39394126,20.7239166666667,20.5294166666667,20.9184166666667,1.416e+10,65.2399,436,0,0,20.9040110062893,-0.180094339622606,362793210062.604,-348633210062.604,280.936077358491,-215.696177358491,78762835.7735849,-39368709.7735849
1961,"NGA","Nigeria",46062905,26.3685,26.06475,26.67225,4467200336,4.1096,0,0,0,27.0908977987421,-0.722397798742143,62434227185.3962,-57967026849.3962,53.0782735849057,-48.9686735849057,92269841.0754717,-46206936.0754717
1961,"PAK","Pakistan",45984892,20.3768333333333,20.09825,20.6554166666667,4054599181,12.3496,0,0,0,21.0765581761006,-0.699724842767328,52806213638.1321,-48751614457.1321,65.4592396226415,-53.1096396226415,100721180.056604,-54736288.0566038
1961,"USA","United States",183691000,8.642,8.45475,8.82925,5.63e+11,2877.3698,162,0,0,9.13567767295597,-0.493677672955975,5950754716981.13,-5387754716981.13,4835.25654716981,-1957.88674716981,244696395.773585,-61005395.7735849
1962,"AUS","Australia",10742000,21.8029166666667,21.5369166666667,22.0689166666667,19888005376,94.8235,0,0,0,22.0145471698113,-0.211630503144619,325948349583.264,-306060344207.264,252.330479245283,-157.506979245283,16163360.8679245,-5421360.86792453
1962,"BGD","Bangladesh",51030137,25.0329166666667,24.703,25.3628333333333,5081413340,2.5168,0,0,0,25.2825047169811,-0.249588050314429,35173952142.434,-30092538802.434,18.1819452830189,-15.6651452830189,98939874.2075472,-47909737.2075472
1962,"BRA","Brazil",76573248,24.8423333333333,24.5755833333333,25.1090833333333,19926293839,53.6314,0,0,0,25.2288349056604,-0.386501572327077,521522482591.453,-501596188752.453,210.8392,-157.2078,137590674.283019,-61017426.2830189
1962,"CAN","Canada",18614000,-4.87383333333333,-5.16808333333333,-4.57958333333333,41978852041,206.9908,33,0,0,-4.42284905660377,-0.450984276729557,536023245573.283,-494044393532.283,434.324711320755,-227.333911320755,26407064.9245283,-7793064.9245283
1962,"CHN","China",665770000,6.70366666666667,6.42625,6.98108333333333,47209359006,439.3421,0,0,0,7.13916981132075,-0.435503144654084,1126497969732.26,-1079288610726.26,2772.71707735849,-2333.37497735849,1049505754.71698,-383735754.716981
1962,"ESP","Spain",31023366,13.8125833333333,13.5335833333333,14.0915833333333,16138545209,59.9758,445,0,80000,14.113213836478,-0.30063050314469,469677077826.283,-453538532617.283,212.399841509434,-152.424041509434,38244689.8867925,-7221323.88679245
1962,"FRA","France",48119649,12.4143333333333,12.09575,12.7329166666667,76313782252,298.8665,0,0,0,13.3241273584906,-0.909794025157272,1039297541619.96,-962983759367.962,413.222511320755,-114.356011320755,56972193.1698113,-8852544.16981132
1962,"GBR","United Kingdom",53250000,7.994,7.6965,8.2915,80601939635,592.9315,18,33,0,8.95600786163522,-0.96200786163522,1009819919109.38,-929217979474.377,581.313479245283,11.618020754717,57367943.0566038,-4117943.05660377
1962,"IND","India",467852537,23.88475,23.5974166666667,24.1720833333333,41599070242,143.4518,0,0,0,24.3524496855346,-0.467699685534591,392229380574.585,-350630310332.585,646.297066037736,-502.845266037736,819442916.415094,-351590379.415094
1962,"ITA","Italy",50879450,12.658,12.3686666666667,12.9473333333333,50383891899,146.255,0,0,0,13.2578726415094,-0.599872641509428,846797953943.906,-796414062044.906,368.582560377359,-222.327560377359,55873572.2641509,-4994122.26415094
1962,"JPN","Japan",95832000,12.4661666666667,12.20875,12.7235833333333,60723018684,292.8644,234,0,0,12.4686210691824,-0.00245440251569207,2503051630109.62,-2442328611425.62,954.133667924528,-661.269267924528,116985539.09434,-21153539.0943396
1962,"KOR","Korea, Rep.",26513030,12.0838333333333,11.7941666666667,12.3735,2813933900,17.2616,290,0,0,12.4023286163522,-0.318495283018899,329683145982.868,-326869212082.868,240.390535849057,-223.128935849057,39940599.3207547,-13427569.3207547
1962,"MEX","Mexico",40649588,20.9933333333333,20.7365,21.2501666666667,1.52e+10,63.7437,50,0,0,20.9040110062893,0.0893223270439947,362793210062.604,-347593210062.604,280.936077358491,-217.192377358491,78762835.7735849,-38113247.7735849
1962,"NGA","Nigeria",47029140,26.6889166666667,26.3576666666667,27.0201666666667,4909302954,4.175,0,0,0,27.0908977987421,-0.401981132075445,62434227185.3962,-57524924231.3962,53.0782735849057,-48.9032735849057,92269841.0754717,-45240701.0754717
1962,"PAK","Pakistan",47119361,20.4391666666667,20.1491666666667,20.7291666666667,4233095590,13.5699,0,0,0,21.0765581761006,-0.637391509433925,52806213638.1321,-48573118048.1321,65.4592396226415,-51.8893396226415,100721180.056604,-53601819.0566038
1962,"USA","United States",186538000,8.9565,8.71825,9.19475,6.05e+11,2984.0017,158,0,350000,9.13567767295597,-0.179177672955975,5950754716981.13,-5345754716981.13,4835.25654716981,-1851.25484716981,244696395.773585,-58158395.7735849
1963,"AUS","Australia",10950000,21.6978333333333,21.4960833333333,21.8995833333333,21501847911,100.9343,0,0,0,22.0145471698113,-0.316713836478019,325948349583.264,-304446501672.264,252.330479245283,-151.396179245283,16163360.8679245,-5213360.86792453
1963,"BGD","Bangladesh",52532417,25.1055833333333,24.8360833333333,25.3750833333333,5319458351,2.8932,22109,0,0,25.2825047169811,-0.17692138364783,35173952142.434,-29854493791.434,18.1819452830189,-15.2887452830189,98939874.2075472,-46407457.2075472
1963,"BRA","Brazil",78854019,25.1715833333333,24.88225,25.4609166666667,23021477292,55.5509,146,0,0,25.2288349056604,-0.057251572327079,521522482591.453,-498501005299.453,210.8392,-155.2883,137590674.283019,-58736655.2830189
1963,"CAN","Canada",18964000,-4.61208333333333,-4.85958333333333,-4.36458333333333,44657169109,210.9108,219,0,0,-4.42284905660377,-0.189234276729557,536023245573.283,-491366076464.283,434.324711320755,-223.413911320755,26407064.9245283,-7443064.9245283
1963,"CHN","China",682335000,7.0525,6.84166666666667,7.26333333333333,50706799903,435.5176,0,0,0,7.13916981132075,-0.0866698113207542,1126497969732.26,-1075791169829.26,2772.71707735849,-2337.19947735849,1049505754.71698,-367170754.716981
1963,"ESP","Spain",31296651,13.39525,13.1471666666667,13.6433333333333,19074913948,58.7429,0,0,0,14.113213836478,-0.71796383647799,469677077826.283,-450602163878.283,212.399841509434,-153.656941509434,38244689.8867925,-6948038.88679245
1963,"FRA","France",48803680,12.0728333333333,11.8005833333333,12.3450833333333,85551113767,334.2264,0,0,0,13.3241273584906,-1.25129402515727,1039297541619.96,-953746427852.962,413.222511320755,-78.9961113207547,56972193.1698113,-8168513.16981132
1963,"GBR","United Kingdom",53650000,7.79075,7.53733333333333,8.04416666666667,85443766670,603.3857,0,0,0,8.95600786163522,-1.16525786163522,1009819919109.38,-924376152439.377,581.313479245283,22.072220754717,57367943.0566038,-3717943.05660377
1963,"IND","India",477527970,24.09575,23.8218333333333,24.3696666666667,47776000900,154.0682,512,0,0,24.3524496855346,-0.256699685534592,392229380574.585,-344453379674.585,646.297066037736,-492.228866037736,819442916.415094,-341914946.415094
1963,"ITA","Italy",51252000,12.6045833333333,12.385,12.8241666666667,57710743060,164.5562,1917,0,0,13.2578726415094,-0.653289308176127,846797953943.906,-789087210883.906,368.582560377359,-204.026360377359,55873572.2641509,-4621572.26415094
1963,"JPN","Japan",96812000,12.29325,12.0818333333333,12.5046666666667,69498131797,324.8355,295,0,0,12.4686210691824,-0.175371069182392,2503051630109.62,-2433553498312.62,954.133667924528,-629.298167924528,116985539.09434,-20173539.0943396
1963,"KOR","Korea, Rep.",27261747,11.489,11.1986666666667,11.7793333333333,3988246109,21.0832,116,0,0,12.4023286163522,-0.913328616352199,329683145982.868,-325694899873.868,240.390535849057,-219.307335849057,39940599.3207547,-12678852.3207547
1963,"MEX","Mexico",41939880,20.8794166666667,20.6425833333333,21.11625,1.696e+10,66.2922,0,0,0,20.9040110062893,-0.024594339622606,362793210062.604,-345833210062.604,280.936077358491,-214.643877358491,78762835.7735849,-36822955.7735849
1963,"NGA","Nigeria",48032246,27.0770833333333,26.7701666666667,27.384,5165489010,5.3436,0,0,0,27.0908977987421,-0.0138144654088457,62434227185.3962,-57268738175.3962,53.0782735849057,-47.7346735849057,92269841.0754717,-44237595.0754717
1963,"PAK","Pakistan",48309315,21.2510833333333,20.987,21.5151666666667,4540529105,15.6002,0,0,0,21.0765581761006,0.174525157232672,52806213638.1321,-48265684533.1321,65.4592396226415,-49.8590396226415,100721180.056604,-52411865.0566038
1963,"USA","United States",189242000,9.08,8.89408333333333,9.26591666666667,6.39e+11,3116.0224,442,0,0,9.13567767295597,-0.0556776729559747,5950754716981.13,-5311754716981.13,4835.25654716981,-1719.23414716981,244696395.773585,-55454395.7735849
1964,"AUS","Australia",11167000,21.65075,21.4411666666667,21.8603333333333,23758539590,108.8758,0,0,0,22.0145471698113,-0.36379716981132,325948349583.264,-302189809993.264,252.330479245283,-143.454679245283,16163360.8679245,-4996360.86792453
1964,"BGD","Bangladesh",54129100,25.3045833333333,25.034,25.5751666666667,5386054619,2.9746,0,1000800,5250,25.2825047169811,0.0220786163521716,35173952142.434,-29787897523.434,18.1819452830189,-15.2073452830189,98939874.2075472,-44810774.2075472
1964,"BRA","Brazil",81168654,24.7340833333333,24.47775,24.9904166666667,21211892260,56.6667,100,120000,500,25.2288349056604,-0.494751572327079,521522482591.453,-500310590331.453,210.8392,-154.1725,137590674.283019,-56422020.2830189
1964,"CAN","Canada",19325000,-5.457,-5.72408333333333,-5.18991666666667,48882938810,237.5777,0,0,0,-4.42284905660377,-1.03415094339623,536023245573.283,-487140306763.283,434.324711320755,-196.747011320755,26407064.9245283,-7082064.9245283
1964,"CHN","China",698355000,6.74608333333333,6.53716666666667,6.955,59708343489,435.7037,686,0,0,7.13916981132075,-0.393086477987424,1126497969732.26,-1066789626243.26,2772.71707735849,-2337.01337735849,1049505754.71698,-351150754.716981
1964,"ESP","Spain",31609195,14.06475,13.8213333333333,14.3081666666667,21343844644,64.3238,0,0,0,14.113213836478,-0.0484638364779908,469677077826.283,-448333233182.283,212.399841509434,-148.076041509434,38244689.8867925,-6635494.88679245
1964,"FRA","France",49449403,12.9904166666667,12.721,13.2598333333333,94906593388,345.5381,0,0,0,13.3241273584906,-0.333710691823871,1039297541619.96,-944390948231.962,413.222511320755,-67.6844113207547,56972193.1698113,-7522790.16981132
1964,"GBR","United Kingdom",54000000,8.67916666666667,8.42491666666667,8.93341666666667,93387598814,607.866,0,0,0,8.95600786163522,-0.276841194968549,1009819919109.38,-916432320295.377,581.313479245283,26.552520754717,57367943.0566038,-3367943.05660377
1964,"IND","India",487484535,24.0705,23.807,24.334,55726873084,150.639,0,0,0,24.3524496855346,-0.281949685534592,392229380574.585,-336502507490.585,646.297066037736,-495.658066037736,819442916.415094,-331958381.415094
1964,"ITA","Italy",51675350,12.9913333333333,12.7584166666667,13.22425,63175417019,175.7211,0,0,0,13.2578726415094,-0.266539308176128,846797953943.906,-783622536924.906,368.582560377359,-192.861460377358,55873572.2641509,-4198222.26415094
1964,"JPN","Japan",97826000,12.34975,12.1534166666667,12.5460833333333,81749006382,358.8911,758,0,0,12.4686210691824,-0.118871069182392,2503051630109.62,-2421302623727.62,954.133667924528,-595.242567924528,116985539.09434,-19159539.0943396
1964,"KOR","Korea, Rep.",27984155,12.5881666666667,12.3131666666667,12.8631666666667,3458518494,22.1952,210,86830,1000,12.4023286163522,0.1858380503145,329683145982.868,-326224627488.868,240.390535849057,-218.195335849057,39940599.3207547,-11956444.3207547
1964,"MEX","Mexico",43264272,20.5863333333333,20.3659166666667,20.80675,2.008e+10,74.2001,45,4000,3000,20.9040110062893,-0.317677672956005,362793210062.604,-342713210062.604,280.936077358491,-206.735977358491,78762835.7735849,-35498563.7735849
1964,"NGA","Nigeria",49066059,26.6306666666667,26.37575,26.8855833333333,5552822484,7.2667,0,0,0,27.0908977987421,-0.460231132075446,62434227185.3962,-56881404701.3962,53.0782735849057,-45.8115735849057,92269841.0754717,-43203782.0754717
1964,"PAK","Pakistan",49551904,20.1418333333333,19.8761666666667,20.4075,5130407728,16.039,0,474427,4600,21.0765581761006,-0.934724842767327,52806213638.1321,-47675805910.1321,65.4592396226415,-49.4202396226415,100721180.056604,-51169276.0566038
1964,"USA","United States",191889000,8.49166666666667,8.31925,8.66408333333333,6.86e+11,3252.7552,450,0,0,9.13567767295597,-0.644011006289304,5950754716981.13,-5264754716981.13,4835.25654716981,-1582.50134716981,244696395.773585,-52807395.7735849
1965,"AUS","Australia",11388000,22.0920833333333,21.8440833333333,22.3400833333333,25931235301,120.8527,0,0,0,22.0145471698113,0.0775361635219802,325948349583.264,-300017114282.264,252.330479245283,-131.477779245283,16163360.8679245,-4775360.86792453
1965,"BGD","Bangladesh",55834038,25.0385,24.7498333333333,25.3271666666667,5906636557,3.1213,48921,15660000,57700,25.2825047169811,-0.244004716981131,35173952142.434,-29267315585.434,18.1819452830189,-15.0606452830189,98939874.2075472,-43105836.2075472
1965,"BRA","Brazil",83498020,24.9838333333333,24.6868333333333,25.2808333333333,21790035117,56.3296,22,270000,17000,25.2288349056604,-0.245001572327077,521522482591.453,-499732447474.453,210.8392,-154.5096,137590674.283019,-54092654.2830189
1965,"CAN","Canada",19678000,-5.51666666666667,-5.785,-5.24833333333333,53909570342,251.917,26,22,0,-4.42284905660377,-1.0938176100629,536023245573.283,-482113675231.283,434.324711320755,-182.407711320755,26407064.9245283,-6729064.9245283
1965,"CHN","China",715185000,6.79991666666667,6.56,7.03983333333333,70436266147,474.6806,0,0,27118,7.13916981132075,-0.339253144654085,1126497969732.26,-1056061703585.26,2772.71707735849,-2298.03647735849,1049505754.71698,-334320754.716981
1965,"ESP","Spain",31954292,13.6549166666667,13.3884166666667,13.9214166666667,24756958695,71.0205,30,0,0,14.113213836478,-0.45829716981129,469677077826.283,-444920119131.283,212.399841509434,-141.379341509434,38244689.8867925,-6290397.88679245
1965,"FRA","France",50023774,12.5018333333333,12.2029166666667,12.80075,1.02e+11,352.1116,0,0,0,13.3241273584906,-0.822294025157271,1039297541619.96,-937297541619.962,413.222511320755,-61.1109113207547,56972193.1698113,-6948419.16981132
1965,"GBR","United Kingdom",54348050,8.1545,7.87391666666667,8.43508333333333,1.01e+11,622.1116,0,0,0,8.95600786163522,-0.801507861635219,1009819919109.38,-908819919109.377,581.313479245283,40.7981207547169,57367943.0566038,-3019893.05660377
1965,"IND","India",497702365,24.0909166666667,23.7985833333333,24.38325,58760424670,165.9614,1500560,0,0,24.3524496855346,-0.26153301886789,392229380574.585,-333468955904.585,646.297066037736,-480.335666037736,819442916.415094,-321740551.415094
1965,"ITA","Italy",52112350,12.4555833333333,12.1720833333333,12.7390833333333,67978153851,189.5284,92,0,0,13.2578726415094,-0.802289308176128,846797953943.906,-778819800092.906,368.582560377359,-179.054160377358,55873572.2641509,-3761222.26415094
1965,"JPN","Japan",98883000,11.6879166666667,11.4448333333333,11.931,90950278258,386.4712,289,3030770,0,12.4686210691824,-0.780704402515692,2503051630109.62,-2412101351851.62,954.133667924528,-567.662467924528,116985539.09434,-18102539.0943396
1965,"KOR","Korea, Rep.",28704674,11.7528333333333,11.46025,12.0454166666667,3120307808,24.9783,323,344459,36500,12.4023286163522,-0.649495283018901,329683145982.868,-326562838174.868,240.390535849057,-215.412235849057,39940599.3207547,-11235925.3207547
1965,"MEX","Mexico",44623043,20.7345,20.47275,20.99625,2.184e+10,75.1679,27,0,8000,20.9040110062893,-0.169511006289305,362793210062.604,-340953210062.604,280.936077358491,-205.768177358491,78762835.7735849,-34139792.7735849
1965,"NGA","Nigeria",50127214,26.667,26.3540833333333,26.9799166666667,5874422512,11.7501,0,0,0,27.0908977987421,-0.423897798742143,62434227185.3962,-56559804673.3962,53.0782735849057,-41.3281735849057,92269841.0754717,-42142627.0754717
1965,"PAK","Pakistan",50845221,20.4951666666667,20.1913333333333,20.799,5884712096,16.8296,10000,0,0,21.0765581761006,-0.581391509433924,52806213638.1321,-46921501542.1321,65.4592396226415,-48.6296396226415,100721180.056604,-49875959.0566038
1965,"USA","United States",194303000,8.64766666666667,8.42091666666667,8.87441666666667,7.44e+11,3388.1927,577,0,1638000,9.13567767295597,-0.488011006289305,5950754716981.13,-5206754716981.13,4835.25654716981,-1447.06384716981,244696395.773585,-50393395.7735849
1966,"AUS","Australia",11651000,21.361,21.1748333333333,21.5471666666667,27261731437,120.2193,0,0,0,22.0145471698113,-0.653547169811318,325948349583.264,-298686618146.264,252.330479245283,-132.111179245283,16163360.8679245,-4512360.86792453
1966,"BGD","Bangladesh",57672990,25.4843333333333,25.2035833333333,25.7650833333333,6439687598,3.1763,889,2300000,23400,25.2825047169811,0.20182861635217,35173952142.434,-28734264544.434,18.1819452830189,-15.0056452830189,98939874.2075472,-41266884.2075472
1966,"BRA","Brazil",85837799,25.0864166666667,24.8484166666667,25.3244166666667,27062716578,64.2116,946,0,0,25.2288349056604,-0.142418238993677,521522482591.453,-494459766013.453,210.8392,-146.6276,137590674.283019,-51752875.2830189
1966,"CAN","Canada",20048000,-5.14133333333333,-5.37891666666667,-4.90375,60358632035,259.0744,0,0,0,-4.42284905660377,-0.718484276729557,536023245573.283,-475664613538.283,434.324711320755,-175.250311320755,26407064.9245283,-6359064.9245283
1966,"CHN","China",735400000,6.962,6.778,7.146,76720285970,521.4589,0,0,0,7.13916981132075,-0.177169811320755,1126497969732.26,-1049777683762.26,2772.71707735849,-2251.25817735849,1049505754.71698,-314105754.716981
1966,"ESP","Spain",32283194,13.9699166666667,13.723,14.2168333333333,28721062242,77.617,0,0,0,14.113213836478,-0.143297169811291,469677077826.283,-440956015584.283,212.399841509434,-134.782841509434,38244689.8867925,-5961495.88679245
1966,"FRA","France",50508717,13.2151666666667,12.9170833333333,13.51325,1.11e+11,347.6048,114,0,0,13.3241273584906,-0.108960691823871,1039297541619.96,-928297541619.962,413.222511320755,-65.6177113207547,56972193.1698113,-6463476.16981132
1966,"GBR","United Kingdom",54648500,8.55991666666667,8.30625,8.81358333333333,1.07e+11,618.0747,140,0,0,8.95600786163522,-0.39609119496855,1009819919109.38,-902819919109.377,581.313479245283,36.761220754717,57367943.0566038,-2719443.05660377
1966,"IND","India",508161935,24.4385833333333,24.177,24.7001666666667,45253641303,171.6884,65,1050000,5600,24.3524496855346,0.0861336477987074,392229380574.585,-346975739271.585,646.297066037736,-474.608666037736,819442916.415094,-311280981.415094
1966,"ITA","Italy",52519000,13.0405833333333,12.7904166666667,13.29075,73654870011,213.9823,70,1300000,2e+06,13.2578726415094,-0.217289308176127,846797953943.906,-773143083932.906,368.582560377359,-154.600260377358,55873572.2641509,-3354572.26415094
1966,"JPN","Japan",99790000,12.1344166666667,11.9451666666667,12.3236666666667,1.06e+11,419.2451,0,0,0,12.4686210691824,-0.334204402515692,2503051630109.62,-2397051630109.62,954.133667924528,-534.888567924528,116985539.09434,-17195539.0943396
1966,"KOR","Korea, Rep.",29435571,12.02425,11.7963333333333,12.2521666666667,3928171298,29.9822,117,200044,1977,12.4023286163522,-0.3780786163522,329683145982.868,-325754974684.868,240.390535849057,-210.408335849057,39940599.3207547,-10505028.3207547
1966,"MEX","Mexico",46011038,20.3896666666667,20.1719166666667,20.6074166666667,2.432e+10,80.8446,14,90069,24000,20.9040110062893,-0.514344339622607,362793210062.604,-338473210062.604,280.936077358491,-200.091477358491,78762835.7735849,-32751797.7735849
1966,"NGA","Nigeria",51217359,26.7785833333333,26.4924166666667,27.06475,6366792664,12.8932,0,0,0,27.0908977987421,-0.312314465408843,62434227185.3962,-56067434521.3962,53.0782735849057,-40.1850735849057,92269841.0754717,-41052482.0754717
1966,"PAK","Pakistan",52191095,20.5645833333333,20.3054166666667,20.82375,6466610752,17.1258,0,0,0,21.0765581761006,-0.511974842767327,52806213638.1321,-46339602886.1321,65.4592396226415,-48.3334396226415,100721180.056604,-48530085.0566038
1966,"USA","United States",196560000,8.483,8.29275,8.67325,8.15e+11,3559.1792,552,0,0,9.13567767295597,-0.652677672955974,5950754716981.13,-5135754716981.13,4835.25654716981,-1276.07734716981,244696395.773585,-48136395.7735849
1967,"AUS","Australia",11799000,21.6254166666667,21.426,21.8248333333333,30389741292,129.1442,662,0,668500,22.0145471698113,-0.389130503144621,325948349583.264,-295558608291.264,252.330479245283,-123.186279245283,16163360.8679245,-4364360.86792453
1967,"BGD","Bangladesh",59620669,24.9924166666667,24.7503333333333,25.2345,7253575399,3.3711,91,200,0,25.2825047169811,-0.290088050314431,35173952142.434,-27920376743.434,18.1819452830189,-14.8108452830189,98939874.2075472,-39319205.2075472
1967,"BRA","Brazil",88191378,25.0136666666667,24.76575,25.2615833333333,30591834054,66.0794,1256,0,0,25.2288349056604,-0.215168238993677,521522482591.453,-490930648537.453,210.8392,-144.7598,137590674.283019,-49399296.2830189
