Country,Year,AverageTemperature,MinTemperature,MaxTemperature
CYP,1902,19.0130833333333,18.55325,19.4729166666667
CYP,1903,18.4795,17.902,19.057
CYP,1904,18.3958333333333,17.7058333333333,19.0858333333333
CYP,1905,18.4226666666667,17.9125833333333,18.93275
CYP,1906,18.5075,18.0510833333333,18.9639166666667
CYP,1907,17.9026666666667,17.4904166666667,18.3149166666667
CYP,1908,17.9038333333333,17.4766666666667,18.331
CYP,1909,19.09775,18.7069166666667,19.4885833333333
CYP,1910,18.2351666666667,17.6315833333333,18.83875
CYP,1911,17.9315,17.3779166666667,18.4850833333333
CYP,1912,18.4794166666667,18.0291666666667,18.9296666666667
CYP,1913,18.1230833333333,17.4889166666667,18.75725
CYP,1914,18.4490833333333,17.83925,19.0589166666667
CYP,1915,19.14025,18.56575,19.71475
CYP,1916,19.2445,18.7305833333333,19.7584166666667
CYP,1917,18.9901666666667,18.5178333333333,19.4625
CYP,1918,18.7245833333333,18.3065833333333,19.1425833333333
CYP,1919,18.8781666666667,18.3495,19.4068333333333
CYP,1920,18.0309166666667,17.5786666666667,18.4831666666667
CYP,1921,18.1508333333333,17.84075,18.4609166666667
CYP,1922,19.1489166666667,18.8199166666667,19.4779166666667
CYP,1923,19.1745833333333,18.8539166666667,19.49525
CYP,1924,19.04225,18.7275833333333,19.3569166666667
CYP,1925,18.86625,18.5143333333333,19.2181666666667
CYP,1926,19.1084166666667,18.749,19.4678333333333
CYP,1927,19.47375,19.1440833333333,19.8034166666667
CYP,1928,19.2775,18.9820833333333,19.5729166666667
CYP,1929,18.6249166666667,18.2716666666667,18.9781666666667
CYP,1930,19.2496666666667,18.9253333333333,19.574
CYP,1931,19.03025,18.7035,19.357
CYP,1932,18.9335833333333,18.5851666666667,19.282
CYP,1933,18.2191666666667,17.8695833333333,18.56875
CYP,1934,19.139,18.81425,19.46375
CYP,1935,19.42675,19.16875,19.68475
CYP,1936,19.2961666666667,18.9225,19.6698333333333
CYP,1937,19.4595833333333,19.0559166666667,19.86325
CYP,1938,18.7514166666667,18.4933333333333,19.0095
CYP,1939,19.3290833333333,19.0451666666667,19.613
CYP,1940,19.0649166666667,18.7214166666667,19.4084166666667
CYP,1941,19.3175833333333,18.9784166666667,19.65675
CYP,1942,18.9473333333333,18.5566666666667,19.338
CYP,1943,18.8329166666667,18.4708333333333,19.195
CYP,1944,18.9496666666667,18.64425,19.2550833333333
CYP,1945,18.71425,18.3510833333333,19.0774166666667
CYP,1946,19.3046666666667,19.0153333333333,19.594
CYP,1947,19.8731666666667,19.574,20.1723333333333
CYP,1948,18.4786666666667,18.1394166666667,18.8179166666667
CYP,1949,18.2325833333333,17.92075,18.5444166666667
CYP,1950,18.7963333333333,18.49275,19.0999166666667
CYP,1951,19.301,18.9546666666667,19.6473333333333
CYP,1952,19.2905833333333,19.0158333333333,19.5653333333333
CYP,1953,18.2435833333333,17.8939166666667,18.59325
CYP,1954,19.1513333333333,18.8831666666667,19.4195
CYP,1955,19.7330833333333,19.3636666666667,20.1025
CYP,1956,18.8565,18.4695,19.2435
CYP,1957,19.10575,18.6628333333333,19.5486666666667
CYP,1958,19.4026666666667,19.068,19.7373333333333
CYP,1959,18.4370833333333,18.1146666666667,18.7595
CYP,1960,19.9358333333333,19.61025,20.2614166666667
CYP,1961,19.09475,18.7789166666667,19.4105833333333
CYP,1962,19.8926666666667,19.5863333333333,20.199
CYP,1963,19.5685,19.1988333333333,19.9381666666667
CYP,1964,18.6130833333333,18.30975,18.9164166666667
CYP,1965,18.923,18.5265,19.3195
CYP,1966,19.6531666666667,19.33325,19.9730833333333
CYP,1967,18.3745,18.0550833333333,18.6939166666667
CYP,1968,19.1930833333333,18.8955,19.4906666666667
CYP,1969,19.2131666666667,18.89625,19.5300833333333
CYP,1970,19.2979166666667,19.0028333333333,19.593
CYP,1971,18.9066666666667,18.5619166666667,19.2514166666667
CYP,1972,18.5943333333333,18.1993333333333,18.9893333333333
CYP,1973,18.9899166666667,18.63875,19.3410833333333
CYP,1974,18.8403333333333,18.4876666666667,19.193
CYP,1975,18.8358333333333,18.4578333333333,19.2138333333333
